id,name,year,latitude,longitude,city,cuisine,price,url
182,Costes Downtown,2019,47.50113,19.048595,Budapest,Modern cuisine,$$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes-downtown
183,Borkonyha Winekitchen,2019,47.49953,19.052391,Budapest,Modern cuisine,$$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/borkonyha-winekitchen
184,Stand,2019,47.500244,19.059624,Budapest,Modern cuisine,$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/stand
185,Babel,2019,47.492603,19.05256,Budapest,Modern cuisine,$$$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/babel
186,Costes,2019,47.48873,19.061779,Budapest,Modern cuisine,$$$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes
187,The Kitchen,2019,22.191442,113.543,Macau,Steakhouse,$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-kitchen417810
188,Tim's Kitchen,2019,22.189898,113.5439,Macau,Cantonese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/tim-s-kitchen
189,Wing Lei,2019,22.188028,113.54578,Macau,Cantonese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/wing-lei
190,King,2019,22.190178,113.54028,Macau,Cantonese,$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/king380226
191,Ying,2019,22.161234,113.555405,Macau,Cantonese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/ying
192,Shinji by Kanesaka,2019,22.149635,113.56397,Macau,Sushi,$$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/shinji-by-kanesaka
193,The Golden Peacock,2019,22.148178,113.56335,Macau,Indian,$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-golden-peacock
194,Zi Yat Heen,2019,22.145418,113.56152,Macau,Cantonese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/zi-yat-heen
195,8 1/2 Otto e Mezzo - Bombana,2019,22.14918,113.55393,Macau,Italian,$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/8-1-2-otto-e-mezzo-bombana
196,Pearl Dragon,2019,22.140524,113.56256,Macau,Cantonese,$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/pearl-dragon
197,Lai Heen,2019,22.148754,113.551926,Macau,Cantonese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/lai-heen
198,FAGN,2019,63.43392,10.39628,Trondheim,Modern cuisine,$$$$,https://guide.michelin.com/no/en/trondelag/trondheim/restaurant/fagn
199,Credo,2019,63.43391,10.39631,Trondheim,Creative,$$$$,https://guide.michelin.com/no/en/trondelag/trondheim/restaurant/credo
200,RE-NAA,2019,58.972088,5.732877,Stavanger,Creative,$$$$,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/re-naa
201,Sabi Omakase,2019,58.969936,5.7433133,Stavanger,Sushi,$$$$,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/sabi-omakase
202,Galt,2019,59.91661,10.71369,Oslo,Modern cuisine,$$$,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/galt
203,Kontrast,2019,59.92355,10.75106,Oslo,Scandinavian,$$$,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/kontrast
204,Statholdergaarden,2019,59.90937,10.74305,Oslo,Classic cuisine,$$$$,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/statholdergaarden
205,Del Posto,2019,40.74327,-74.0077,New York,Italian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/del-posto
206,Le Grill de Joël Robuchon,2019,40.742897,-74.0077,New York,French,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-grill-de-joel-robuchon
207,L'Appart,2019,40.711903,-74.01544,New York,French,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/l-appart
208,Okuda,2019,40.743793,-74.00633,New York,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/okuda
209,Wallsé,2019,40.73538,-74.00814,New York,Austrian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/wallse
210,Jeju Noodle Bar,2019,40.732952,-74.00744,New York,Korean,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jeju-noodle-bar
211,Sushi Nakazawa,2019,40.731716,-74.00451,New York,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-nakazawa
212,Kosaka,2019,40.738316,-74.00137,New York,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kosaka
213,Bâtard,2019,40.719616,-74.00589,New York,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/batard
214,Hirohisa,2019,40.72452,-74.003006,New York,Japanese,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/hirohisa
215,Blue Hill,2019,40.7321,-73.9996,New York,American,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/blue-hill
216,ZZ's Clam Bar,2019,40.727646,-74.00046,New York,Seafood,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/zz-s-clam-bar
217,Babbo,2019,40.73233,-73.99916,New York,Italian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/babbo
218,Carbone,2019,40.727966,-74.00017,New York,Italian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/carbone
219,Le Coucou,2019,40.719162,-74.00001,New York,French,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-coucou
220,Aldea,2019,40.73885,-73.99366,New York,Mediterranean,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aldea
221,Cote,2019,40.73778,-73.99375,New York,Korean,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cote
222,Bouley at Home,2019,40.74114,-73.99242,New York,Contemporary,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bouley-at-home
223,Gotham Bar and Grill,2019,40.73417,-73.99379,New York,American,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gotham-bar-and-grill
224,Nix,2019,40.733166,-73.993515,New York,Vegetarian,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nix
225,Junoon,2019,40.74325,-73.99077,New York,Indian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/junoon
226,NoMad,2019,40.74497,-73.98883,New York,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nomad
227,The Musket Room,2019,40.723915,-73.99375,New York,Contemporary,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-musket-room
228,Uncle Boons,2019,40.721203,-73.99441,New York,Thai,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/uncle-boons
229,Noda,2019,40.74497,-73.988075,New York,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/noda
230,Gramercy Tavern,2019,40.73849,-73.98868,New York,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gramercy-tavern
231,The Clocktower,2019,40.7414,-73.987595,New York,Contemporary,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-clocktower
232,Ai Fiori,2019,40.75013,-73.98357,New York,Italian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ai-fiori
233,Casa Mono,2019,40.73595,-73.98706,New York,Spanish,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-mono
234,Jewel Bako,2019,40.72713,-73.98928,New York,Japanese,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jewel-bako
235,The River Café,2019,40.703613,-73.994774,New York,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-river-cafe
236,Bar Uchū,2019,40.72191,-73.99003,New York,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bar-uchu
237,Café China,2019,40.749973,-73.98228,New York,Chinese,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-china
238,Kanoyama,2019,40.73071,-73.98655,New York,Japanese,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kanoyama
239,Contra,2019,40.719917,-73.98922,New York,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/contra
240,Atomix,2019,40.744408,-73.98292,New York,Korean,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/atomix
241,Kyo Ya,2019,40.7266,-73.98526,New York,Japanese,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kyo-ya
242,Kajitsu,2019,40.72776,-73.98428,New York,Japanese,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kajitsu
243,Agern,2019,40.75234,-73.9775,New York,Scandinavian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/agern
244,Caviar Russe,2019,40.760685,-73.97355,New York,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/caviar-russe
245,Tuome,2019,40.724194,-73.9828,New York,Fusion,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tuome
246,Tempura Matsui,2019,40.74839,-73.97474,New York,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tempura-matsui
247,Sushi Yasuda,2019,40.75108,-73.97364,New York,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-yasuda
248,Sushi Amane,2019,40.75133,-73.971725,New York,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-amane
249,Café Boulud,2019,40.77439,-73.96414,New York,French,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-boulud
250,Claro,2019,40.677395,-73.98615,New York,Mexican,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/claro
251,Satsuki,2019,40.801243,-73.95187,New York,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/satsuki
252,Sushi Noz,2019,40.77384,-73.958275,New York,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-noz
253,Sushi Inoue,2019,40.810448,-73.943726,New York,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-inoue
254,Meadowsweet,2019,40.710354,-73.96317,New York,Mediterranean,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/meadowsweet
255,Casa Enríque,2019,40.743492,-73.95425,New York,Mexican,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-enrique
256,Peter Luger,2019,40.70986,-73.96263,New York,Steakhouse,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/peter-luger
257,Oxomoco,2019,40.730057,-73.95538,New York,Mexican,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/oxomoco
258,The Finch,2019,40.68704,-73.96297,New York,American,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-finch
259,Faro,2019,40.707584,-73.923035,New York,American,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/faro
260,Senses,2019,52.244583,21.005886,Warszawa,Modern cuisine,$$$$$,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/senses
261,atelier Amaro,2019,52.21708,21.03768,Warszawa,Modern cuisine,$$$$,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/atelier-amaro
262,Aniar,2019,53.27112,-9.057078,Gaillimh/Galway,Creative,N/A,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/aniar
263,Loam,2019,53.27384,-9.044447,Gaillimh/Galway,Creative,N/A,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/loam
264,Wild Honey Inn,2019,53.03151,-9.2911,Lios Dúin Bhearna/Lisdoonvarna,Classic cuisine,N/A,https://guide.michelin.com/ie/en/clare/lios-duin-bhearna-lisdoonvarna/restaurant/wild-honey-inn
265,Chestnut,2019,51.562588,-9.460854,Ballydehob,Modern cuisine,N/A,https://guide.michelin.com/ie/en/cork/ballydehob/restaurant/chestnut
266,Mews,2019,51.48285,-9.37234,Baltimore,Modern cuisine,N/A,https://guide.michelin.com/ie/en/cork/ie-baltimore/restaurant/mews
267,Ichigo Ichie,2019,51.898167,-8.479933,Corcaigh/Cork,Japanese,N/A,https://guide.michelin.com/ie/en/cork/corcaigh-cork/restaurant/ichigo-ichie
268,Chapter One,2019,53.354374,-6.263786,City Centre,Modern cuisine,N/A,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/chapter-one
269,Greenhouse,2019,53.340042,-6.258506,City Centre,Modern cuisine,N/A,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/greenhouse
270,L'Ecrivain,2019,53.33627,-6.24834,City Centre,Modern cuisine,N/A,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/l-ecrivain
271,Campagne,2019,52.6559,-7.2464285,Cill Chainnigh/Kilkenny,Modern British,N/A,https://guide.michelin.com/ie/en/kilkenny/cill-chainnigh-kilkenny/restaurant/campagne
272,Heron & Grey,2019,53.30143,-6.177574,Blackrock,Modern cuisine,N/A,https://guide.michelin.com/ie/en/dun-laoghaire-rathdown/blackrock/restaurant/heron-grey
273,Lady Helen,2019,52.526096,-7.188277,Baile Mhic Andáin/Thomastown,Modern cuisine,N/A,https://guide.michelin.com/ie/en/kilkenny/baile-mhic-andain-thomastown/restaurant/lady-helen
274,House,2019,51.94777,-7.7135396,Aird Mhór/Ardmore,Modern cuisine,N/A,https://guide.michelin.com/ie/en/waterford/aird-mhor-ardmore/restaurant/house
275,Olympe,2019,-22.96109,-43.20658,Rio de Janeiro - 22470,French,$$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/olympe
276,Lasai,2019,-22.95401,-43.19557,Rio de Janeiro - 22271,modern,$$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/lasai
277,Oteque,2019,-22.95747,-43.194424,Rio de Janeiro - 22271,modern,$$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oteque
278,Mee,2019,-22.96764,-43.17925,Rio de Janeiro - 22021,Asian influences,$$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/mee
279,Cipriani,2019,-22.96755,-43.17901,Rio de Janeiro - 22021,Italian,$$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/cipriani
280,Jun Sakamoto,2019,-23.56318,-46.67737,São Paulo - 05413,Japanese,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/jun-sakamoto
281,Maní,2019,-23.56621,-46.67974,São Paulo - 05415,creative,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/mani
282,Evvai,2019,-23.567078,-46.679146,São Paulo - 05415,modern,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/evvai
283,Picchi,2019,-23.565063,-46.666767,São Paulo - 01426,Italian,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/picchi
284,Kosushi,2019,-23.58522,-46.6809,São Paulo - 04538,Japanese,$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kosushi
285,Ryo Gastronomia,2019,-23.58132,-46.6767,São Paulo - 04531,Japanese,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/ryo-gastronomia
286,Tangará Jean-Georges,2019,-23.634005,-46.72428,São Paulo - 05706,modern,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/tangara-jean-georges
287,Kinoshita,2019,-23.59159,-46.67146,São Paulo - 04509,Japanese,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kinoshita
288,Kan Suke,2019,-23.5684,-46.64936,São Paulo - 01401,Japanese,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kan-suke
289,Huto,2019,-23.60882,-46.6598,São Paulo - 04080,Japanese,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/huto
290,Stay,2019,37.513004,127.10257,Seoul,French contemporary,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/stay
291,Lee Jong Kuk 104,2019,37.592903,126.997284,Seoul,Korean,$$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/lee-jong-kuk-104
292,Hansikgonggan,2019,37.577705,126.98852,Seoul,Korean,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/hansikgonggan
293,Dining in Space,2019,37.57761,126.98845,Seoul,French contemporary,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/dining-in-space
294,Exquisine,2019,37.521046,127.049736,Seoul,Innovative,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/exquisine
295,Dosa,2019,37.52445,127.04441,Seoul,Innovative,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/dosa511871
296,Joo Ok,2019,37.52252,127.04396,Seoul,Korean contemporary,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/joo-ok
297,Balwoo Gongyang,2019,37.57389,126.98318,Seoul,Temple cuisine,$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/balwoo-gongyang
298,Muoki,2019,37.518963,127.04217,Seoul,Innovative,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/muoki
299,L'Amitié,2019,37.522675,127.032646,Seoul,French,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/l-amitie
300,Yu Yuan,2019,37.57045,126.97534,Seoul,Chinese,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/yu-yuan
301,Bicena,2019,37.5384,127.00135,Seoul,Korean,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/bicena
302,Mosu,2019,37.536415,126.99934,Seoul,Innovative,$$$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/mosu
303,Poom,2019,37.54903,126.98341,Seoul,Korean,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/poom
304,Soigné,2019,37.49816,127.002,Seoul,Innovative,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/soigne
305,Table for Four,2019,37.49769,126.99442,Seoul,European contemporary,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/table-for-four
306,Zero Complex,2019,37.49417,126.9948,Seoul,Innovative,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/zero-complex
307,Jin Jin,2019,37.55777,126.91324,Seoul,Chinese,$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/jin-jin
308,Gotgan,2019,37.52212,126.92022,Seoul,Korean,$$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/gotgan
309,Hill Street Tai Hwa Pork Noodle,2018,1.3052,103.8624,Singapore,Street Food,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/hill-street-tai-hwa-pork-noodle
310,Putien (Kitchener Road),2018,1.30969,103.8573,Singapore,Fujian,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/putien-kitchener-road
311,Chef Kang's,2018,1.304735,103.84955,Singapore,Cantonese,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/chef-kang-s
312,Garibaldi,2018,1.296564,103.855,Singapore,Italian,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/garibaldi
313,Summer Pavilion,2018,1.291284,103.8603,Singapore,Cantonese,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-pavilion
314,Shinji (Bras Basah Road),2018,1.2959028,103.8539,Singapore,Sushi,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-bras-basah-road
315,The Song of India,2018,1.310767,103.8353,Singapore,Indian,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/the-song-of-india
316,Lei Garden,2018,1.295228,103.8521,Singapore,Cantonese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/lei-garden501509
317,Whitegrass,2018,1.295452,103.8516,Singapore,Australian,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/whitegrass
318,Jaan,2018,1.293184,103.8529,Singapore,French contemporary,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/jaan
319,Labyrinth,2018,1.2899688,103.8562,Singapore,Innovative,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/labyrinth
320,Cut,2018,1.2853268,103.8607,Singapore,Steakhouse,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/cut
321,Alma,2018,1.309123,103.834,Singapore,European contemporary,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/alma
322,Béni,2018,1.302379,103.8366,Singapore,French contemporary,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/beni
323,Crystal Jade Golden Palace,2018,1.303244,103.8353,Singapore,Chinese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/crystal-jade-golden-palace
324,Imperial Treasure Fine Teochew Cuisine (Orchard),2018,1.3032448,103.8349,Singapore,Chinese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/imperial-treasure-fine-teochew-cuisine-orchard
325,Saint Pierre,2018,1.285781,103.8538,Singapore,French contemporary,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/saint-pierre
326,Sushi Ichi,2018,1.305105,103.8324,Singapore,Sushi,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-ichi
327,Sushi Kimura,2018,1.3063719,103.829475,Singapore,Sushi,$$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-kimura
328,Iggy's,2018,1.305986,103.8294,Singapore,European contemporary,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/iggy-s
329,Braci,2018,1.287212,103.84949,Singapore,Italian contemporary,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/braci
330,Jiang-Nan Chun,2018,1.304937,103.8288,Singapore,Cantonese,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/jiang-nan-chun
331,Bacchanalia,2018,1.2874758,103.8474,Singapore,Innovative,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/bacchanalia
332,Shinji (Tanglin Road),2018,1.305821,103.8257,Singapore,Sushi,$$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-tanglin-road
333,Corner House,2018,1.315121,103.8154,Singapore,Innovative,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/corner-house
334,Summer Palace,2018,1.3043848,103.825,Singapore,Cantonese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-palace501658
335,Cheek by Jowl,2018,1.281301,103.84849,Singapore,Australian,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/cheek-by-jowl
336,Nouri,2018,1.28086,103.84713,Singapore,Innovative,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/nouri
337,Liao Fan Hong Kong Soya Sauce Chicken Rice & Noodle,2018,1.28248,103.8439,Singapore,Street Food,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/liao-fan-hong-kong-soya-sauce-chicken-rice-noodle
338,Burnt Ends,2018,1.280501,103.8418,Singapore,Barbecue,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/burnt-ends
339,Rhubarb,2018,1.279368,103.843,Singapore,French contemporary,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/rhubarb
340,Meta,2018,1.279372,103.8415,Singapore,Innovative,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/meta
341,Ma Cuisine,2018,1.27826,103.842,Singapore,French,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/ma-cuisine
342,Candlenut,2018,1.2797709,103.8402,Singapore,Peranakan,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/candlenut
343,Bhoga,2019,57.70618,11.9624,Göteborg,Creative,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/bhoga
344,Koka,2019,57.698406,11.965365,Göteborg,Modern cuisine,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/koka
345,28+,2019,57.69809,11.97377,Göteborg,Modern cuisine,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/28
346,SK Mat & Människor,2019,57.69688,11.98338,Göteborg,Modern cuisine,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/sk-mat-manniskor
347,Thörnströms Kök,2019,57.69437,11.977609,Göteborg,Classic cuisine,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/thornstroms-kok
348,Upper House,2019,57.69745,11.99021,Göteborg,Creative,$$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/upper-house
349,Agrikultur,2019,59.34777,18.05863,Stockholm,Modern cuisine,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/agrikultur
350,Sushi Sho,2019,59.341286,18.049892,Stockholm,Japanese,$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/sushi-sho
351,Volt,2019,59.33867,18.079683,Stockholm,Creative,$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/volt
352,Ekstedt,2019,59.33674,18.07521,Stockholm,Meats and grills,$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/ekstedt
353,Operakällaren,2019,59.329876,18.071363,Stockholm,Classic cuisine,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/operakallaren
354,Mathias Dahlgren-Matbaren,2019,59.32935,18.07543,Stockholm,Modern cuisine,$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/mathias-dahlgren-matbaren
355,Aloë,2019,59.2842,17.985748,Stockholm,Creative,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/aloe
356,PM & Vänner,2019,56.87892,14.80387,Växjö,Creative,$$$,https://guide.michelin.com/se/en/kronoberg/vaxjo/restaurant/pm-vanner
357,Bloom in the Park,2019,55.59064,12.99794,Malmö,Creative,$$,https://guide.michelin.com/se/en/skane/malmo/restaurant/bloom-in-the-park
358,SAV,2019,55.53376,13.00537,Malmö,Creative,$$$,https://guide.michelin.com/se/en/skane/malmo/restaurant/sav
359,Golden Formosa,2019,25.118216,121.53623,Taipei,Taiwanese,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/golden-formosa
360,Danny's Steakhouse,2019,25.082657,121.552765,Taipei,Steakhouse,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/danny-s-steakhouse
361,L'Atelier de Joël Robuchon,2019,25.039188,121.56771,Taipei,French contemporary,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/l-atelier-de-joel-robuchon550759
362,Kitcho,2019,25.04429,121.55076,Taipei,Sushi,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/kitcho
363,Tien Hsiang Lo,2019,25.062696,121.529976,Taipei,Hang Zhou,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tien-hsiang-lo
